ad_id,subject,price,price_string,price_million_per_m2,size,land_area,length,width,rooms,toilets,floors,direction,property_legal_document,furnishing,house_type,property_type,category_name,area_name,ward_name,region_name,address,street_name,date,latitude,longitude,image,number_of_images,account_name,is_seller_verified,url
178126492,"CH Fresca riverside,Tam Bình ,Thủ Đức 60m², 2PN, full nội thất,",2500000000,"2,5 tỷ",41.666668,60,,,,2,,,,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Thành phố Thủ Đức,Phường Bình Chiểu (Quận Thủ Đức cũ),Tp Hồ Chí Minh,,Đường số 6,7 phút trước,10.876093,106.72342,https://cdn.chotot.com/1RErt7W63_-eMCmD9D47KIstZqXfpm8gFztX_qxfxf8/preset:listing/plain/d565c203d33e7c945653b86ebc624f25-2997576685088076491.jpg,4,Nguyễn Sơn,False,https://www.nhatot.com/134137660.htm
178126485,Bán đất đã đổ móng 1 trệt 1 lầu chắc. chắn,650000000,650 triệu,14.192171,45.7999,,11.5,4,,,,,,,,Đất,Đất,Huyện Bình Chánh,Xã Vĩnh Lộc A,Tp Hồ Chí Minh,,Đường Liên Tổ 2 - 3 - 8 - 9,7 phút trước,10.821791,106.58153,https://cdn.chotot.com/3Q0F3nwNqkoGIIhJnNsFd8R2wR5yw6CMahwec5B8Uc8/preset:listing/plain/80a13e04c93ebec3abc5e69dde182b36-2997576270313943755.jpg,3,Nguyễn Thị Hoài ,False,https://www.nhatot.com/134137659.htm
177470523," CC D1 KDC PhúLợi P7Q8 2PN 71m SHR tặng hết nt, NH hỗ trợ 1,8tỷ MG 1%",2500000000,"2,5 tỷ",35.21127,71,,,,2,1,,,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Quận 8,Phường 7,Tp Hồ Chí Minh,,Phạm Thế Hiển,7 phút trước,10.71493,106.63096,https://cdn.chotot.com/G04inGmJL7V1VSzV4Qbd5zbzZb5DyiwYZrCrxRNz2y4/preset:listing/plain/c6b7d8817687112c7bf470738285d5d0-2993342905547109642.jpg,12,Thư,False,https://www.nhatot.com/133575131.htm
177777912,Ngay Phan Xích Long - 46m2 - 3 tầng BTCT - Hẻm 6m thông kinh doanh,7500000000,"7,5 tỷ",163.04347,46,,,,4,4,3,,,,,Nhà ở,Nhà ở,Quận Phú Nhuận,Phường 1,Tp Hồ Chí Minh,,Đường Phan Đình Phùng,7 phút trước,10.795442,106.68243,https://cdn.chotot.com/Y4qnPThHOdwo3kqAom5SibkNcaFePPt9xAQIGoxeTq0/preset:listing/plain/bdbbe53b23425f616819f890da117338-2997576789796327325.jpg,8,Sỹ,False,https://www.nhatot.com/133840196.htm
177933933,💥💥 NGÂN HÀNG THANH LÝ NHÀ QUẬN 6 - 2Tỷ750,2750000000,"2,75 tỷ",110.88754,24.7999,,6.55,3.66,2,2,2,1,,,,Nhà ở,Nhà ở,Quận 6,Phường 14,Tp Hồ Chí Minh,,Đường Tân Hòa Đông,7 phút trước,10.755369,106.633286,https://cdn.chotot.com/QphQVYo_jEUee2lCyA6bek4Nz1rGr92X2oePQTZp2wg/preset:listing/plain/5d68a7042b9e70e1c0c05d447fd8ca90-2996384100840054240.jpg,10,Thu Minh,False,https://www.nhatot.com/133974359.htm
178126412,CĂN HỘ TẬP THỂ TẦNG 3-KIM LIÊN-LƯƠNG ĐỊNH CỦA-NHÀ ĐẸP -Ở NGAY,3050000000,"3,05 tỷ",44.85294,68,,,,2,1,,,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Quận Đống Đa,Phường Kim Liên,Hà Nội,,Phố Lương Định Của,7 phút trước,21.00481,105.83564,https://cdn.chotot.com/5iJEsQzQYmKpeaAPn0xL6EmpwlvgkLHS-3WrplAadsY/preset:listing/plain/8560a247199593afe4e6ddfbd53bf7b7-2997573321948925853.jpg,6,LƯƠNG QUANG ĐỨC,False,https://www.nhatot.com/134137650.htm
178045325,Nhà DT 3m9x7m1 .2 lầu 4 phòng .3 wc Phạm thế hiển P7 Q8,2860000000,"2,86 tỷ",101.060425,28.2999,,7.0998,3.9,4,3,3,,,,,Nhà ở,Nhà ở,Quận 8,Phường 7,Tp Hồ Chí Minh,,Đường Phạm Thế Hiển,7 phút trước,10.710696,106.62515,https://cdn.chotot.com/2dWpm7bzDx2j97mmsr2NVqQMVCLdIaP-mY1ggJQ_6Ws/preset:listing/plain/05cd7346cbfee212fb51689b4791f20c-2997106911593034338.jpg,11,Quốc Phú,False,https://www.nhatot.com/134067922.htm
178053383,nhà bán mặt tiền đường đường Nguyễn công Trứ,21200000000,"21,2 tỷ",493.02325,43,,11,4,4,2,3,6,,,,Nhà ở,Nhà ở,Quận 1,Phường Cầu Ông Lãnh,Tp Hồ Chí Minh,,Đường Nguyễn Công Trứ,8 phút trước,10.765876,106.698166,https://cdn.chotot.com/ONVyHB7yMieOgsWtk9uo-j7jXqHp-rG1WNK3oHWOckQ/preset:listing/plain/8065df5b661ae22fa629ace48f2b08a3-2997132284620363481.jpg,8,Nguyễn quốc bảo,False,https://www.nhatot.com/134074899.htm
178083948,lô đất giá rẻ có sổ công chứng ngay,169000000,169 triệu,1.1045752,153,,26,5.5,,,,,,,,Đất,Đất,Huyện Hớn Quản,Xã An Khương,Bình Phước,,bê tông gần dt757,8 phút trước,11.721706,106.6645,https://cdn.chotot.com/dnDjzBk64i2CdXNZ-AG23hg-uUUqAaXDwTRaxQ0pwTc/preset:listing/plain/788546b959c92412fcfc50902e306fcf-2997303088055994259.jpg,1,Nguyễn Cao Minh Triết,False,https://www.nhatot.com/134101866.htm
178079555,"Bán Nền Nguyễn Văn Cừ Nối Dài  4,4 triệu/m2 , đất đẹp , cao ráo",25000000000,25 tỷ,4.372923,5717,,116.5998,47.5499,,,,3,,,,Đất,Đất,Huyện Phong Điền,Xã Mỹ Khánh,Cần Thơ,,Nguyễn văn Cừ Nối Dài,8 phút trước,9.998929,105.694046,https://cdn.chotot.com/E8TjhurC0EBknS2YNjVeo4DHnadggACv9dpKO7xbZFA/preset:listing/plain/9c20bd16c231f7f1cc5267d97e807f77-2997286314372811269.jpg,5,Thanh Phong,False,https://www.nhatot.com/134097311.htm
177752954,"Lô đất đẹp 950tr (12x45) 535m2 đường nhựa 24m Tân An Hội, Củ Chi !",950000000,950 triệu,1.7757009,535,,45,12,,,,,,,,Đất,Đất,Huyện Củ Chi,Xã Tân An Hội,Tp Hồ Chí Minh,,Đường Lê Thị Dệt,9 phút trước,10.978106,106.47782,https://cdn.chotot.com/6jV-aZRCCIWBUljAkANObwPqqVQAyKcWDZwFWJDKXsg/preset:listing/plain/386002841208630b54947070f690e33f-2995220552144032010.jpg,3,Ba Sang,False,https://www.nhatot.com/133819861.htm
178022569,"Nhà Huỳnh Thị Hai, 4x10 3PN 2WC. Xây mới 100% giữ sổ gốc. chính chủ",1690000000,"1,69 tỷ",42.25,40,,10,4,3,2,2,,,,,Nhà ở,Nhà ở,Quận 12,Phường Trung Mỹ Tây,Tp Hồ Chí Minh,,Huỳnh Thị Hai,9 phút trước,10.856544,106.614395,https://cdn.chotot.com/FT4acTrXUpjsfkgiQZp93KLPsSISwNl_qFZjTXhKAD4/preset:listing/plain/abc1b127f8ce23d1f2fcbed8c4dc9e55-2996971983321952866.jpg,5,Nhà Đất Quý An,False,https://www.nhatot.com/134049061.htm
178078528,"Chủ gởi bán trong tháng lô đất ,mặt tiền kinh doanh dt6x30m ,giá 710tr",710000000,710 triệu,3.9664805,179,,30,6,,,,,,,,Đất,Đất,Huyện Gò Dầu,Xã Phước Thạnh,Tây Ninh,,Đặng văn trước,9 phút trước,11.122874,106.2934,https://cdn.chotot.com/V2OO-BKO6VwOU7u6AsRd5AoDmF1fSTX6I1VAg6-OFHc/preset:listing/plain/672f0957055954b5f8b31f1612993a99-2997282227267470825.jpg,5,THU THẢO,False,https://www.nhatot.com/134096676.htm
176829168,🏡 BÁN NHÀ 3 TẦNG MT AN HẢI 14 - AN HẢI ,7500000000,"7,5 tỷ",144.23077,52,,,,3,4,3,,,,,Nhà ở,Nhà ở,Quận Sơn Trà,Phường An Hải Bắc,Đà Nẵng,,Đường An Hải 16,9 phút trước,16.085873,108.23692,https://cdn.chotot.com/D-lyBxn3QWxoOTPoIEQHExPQtcvGh90CxA_Q5bYER9w/preset:listing/plain/64a635f8fede555a45cb1295ad1d9a0d-2989275413715103396.jpg,12,Trần Quân Land,False,https://www.nhatot.com/133029705.htm
178097446,"Căn nhà Anh trai xây mới hiện đại FULL NT ở P16, GV, 6.8T",6800000000,"6,8 tỷ",151.11111,45,,9,5,3,4,4,2,,,,Nhà ở,Nhà ở,Quận Gò Vấp,Phường 16,Tp Hồ Chí Minh,,Đường Phạm Văn Chiêu,9 phút trước,10.851696,106.65837,https://cdn.chotot.com/broqZOIiYOUSEIou3lM47Ntq_GHNGSn9tc6-rbf8aXI/preset:listing/plain/723efdd7ee7e94a7a782699edb04a9e5-2997412987303621323.jpg,12,LeDuy,False,https://www.nhatot.com/134112923.htm
176272122,BÁN CĂN HỘ 5 SAO WYNDHAM ĐÀ NẴNG GOLDEN BAY VIÊU VỊNH TẦNG CAO,1600000000,"1,6 tỷ",40,40,,,,1,1,,2,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Quận Sơn Trà,Phường Nại Hiên Đông,Đà Nẵng,,Nại Hiên Đông,9 phút trước,16.09227,108.23095,https://cdn.chotot.com/j-DnS5RTKpPsv7aS0KHkMIrDsyGjpWxXXabF5vEd_uI/preset:listing/plain/604e0c5ff283f38872184405df939d48-2997458230013287620.jpg,9,Chuyền Nguyễn,False,https://www.nhatot.com/132552323.htm
178126436,Siêu Phẩm Đúc 6 Tầng Có Thang Máy Mặt Tiền Trung Mỹ Tây 01 Quận 12,10290000000,"10,29 tỷ",119.65116,86,,,,4,6,6,7,,,,Nhà ở,Nhà ở,Quận 12,Phường Trung Mỹ Tây,Tp Hồ Chí Minh,,Đường Trung Mỹ Tây 1,9 phút trước,10.863102,106.61304,https://cdn.chotot.com/cEn8sWOtI9pohsuseBpgAt5InX6Y8rLEMaot20wZ-Wg/preset:listing/plain/77690118f41802e4b2db3b1f7a78e890-2997576430169944779.jpg,11,Nhà Đất Sài Gòn,False,https://www.nhatot.com/134137608.htm
177162616,🏡 HẺM XE HƠI ĐẬU TRƯỚC NHÀ - 2 BƯỚC QUA AEON TÂN PHÚ - NGAY KHU CELADO,7900000000,"7,9 tỷ",111.581924,70.8,,17.28,4.0598,4,3,3,2,,,,Nhà ở,Nhà ở,Quận Bình Tân,Phường Bình Hưng Hòa,Tp Hồ Chí Minh,,Đường Hương Lộ 3,9 phút trước,10.803202,106.60989,https://cdn.chotot.com/wuVNJ_i5RT7NzpT-SzGF3Fddkj16APpyG71FkW-M7cE/preset:listing/plain/0a6dbb56b9e8f089b6c8ce80acff3e5c-2991321592517816358.jpg,12,Lê Thị Thanh Trúc,False,https://www.nhatot.com/133312091.htm
177119665,SIÊU PHẨM TÂN PHÚ- TÂN SƠN NHÌ - HẺM XE HƠI THÔNG - CÁCH ÂU CƠ 100M,6200000000,"6,2 tỷ",129.16667,48,,12,4,2,1,2,3,,,,Nhà ở,Nhà ở,Quận Tân Phú,Phường Tân Sơn Nhì,Tp Hồ Chí Minh,,Đường Nguyễn Văn Săng,10 phút trước,10.7991705,106.6345,https://cdn.chotot.com/WPld9Lcfq2hFLZEOyIKvobJgKwFu0_NJAbhUrwibA7E/preset:listing/plain/3a9cc52e5161b59a2e1d1ec90a9ef989-2991050459108851782.jpg,5,Lê Thị Thanh Trúc,False,https://www.nhatot.com/133275943.htm
177551589,"Chính chủ cần bán nhà Âu cơ,5p,",6600000000,"6,6 tỷ",103.125,64,,14,5,5,3,4,1,,,,Nhà ở,Nhà ở,Quận Tân Phú,Phường Phú Trung,Tp Hồ Chí Minh,,Đường Âu Cơ,10 phút trước,10.778265,106.645454,https://cdn.chotot.com/4IkxO4dubj13drnP_HQPW6wSsHw6zHQPQ5mxsBctcFg/preset:listing/plain/367f45b41f408e78d8a20a698ecea95b-2993881146830193823.jpg,6,ms Phối ,False,https://www.nhatot.com/133645361.htm
178084705,"Nhanh tay còn chậm tay mất, hẻm xe hơi khu Phú Mỹ F22 Bình Thạnh",6500000000,"6,5 tỷ",72.22222,90,,16,5,4,5,3,,,,,Nhà ở,Nhà ở,Quận Bình Thạnh,Phường 22,Tp Hồ Chí Minh,,Đường Phú Mỹ,10 phút trước,10.787706,106.71349,https://cdn.chotot.com/7DDqdRGrhjMjM4l_DsOa1kvkw4g2pktBdltsAOpue24/preset:listing/plain/1cfdd56677d444bca8f0dfb2d97c4251-2997307148453606091.jpg,4,Trần Quân,False,https://www.nhatot.com/134102992.htm
178099387,MÌNH CẦN BÁN NHÀ MỚI MẶT TIỀN HẺM VỪA Ở VỪA KINH DOANH,14500000000,"14,5 tỷ",123.19477,117.6998,,29,4.0998,4,5,4,8,,,,Nhà ở,Nhà ở,Quận 7,Phường Phú Mỹ,Tp Hồ Chí Minh,,Đường Chuyên Dùng Chính,10 phút trước,10.705611,106.742256,https://cdn.chotot.com/MbPUqbbyL0KqiyVs0WiPgHgcWIlv-xb1n6qdP_t93jo/preset:listing/plain/817c8bf61b8eee6d897bcabbc51bfab4-2997421743427416779.jpg,12,thu va,False,https://www.nhatot.com/134114636.htm
175269862,Đất Nền Quận 8,1800000000,"1,8 tỷ",18,100,,20,5,,,,2,,,,Đất,Đất,Quận 8,Phường 7,Tp Hồ Chí Minh,,Đường Nguyễn Văn Linh,10 phút trước,10.69799,106.624985,https://cdn.chotot.com/MDL9oPZY1G2i_R3JlBx_jHeP8oOVkOUieDmD2XfRiYU/preset:listing/plain/79d3cf7d0f4d8053a40e7b93619e2c47-2978981972883311221.jpg,4,Như Ý Nhà Đất,False,https://www.nhatot.com/131690770.htm
178074625,MẶT TIỀN ĐẤT TRỒNG CÂY TINH LỘ 873,6500000000,"6,5 tỷ",2.826087,2300,,50,12,,,,,,,,Đất,Đất,Thị xã Gò Công,Xã Bình Xuân,Tiền Giang,,Tỉnh Lộ 873,11 phút trước,10.418267,106.62324,https://cdn.chotot.com/NIUYv3uoAnOBpp6SIFSZJDuaUjLh7NdHMS-0ZfkWlyk/preset:listing/plain/73d85bf426009fa289673b916608a11e-2997266861731934923.jpg,4,Chi chuong,False,https://www.nhatot.com/134093044.htm
176562371,"Đất Xuyên Mộc, MT 15m đường nhựa đẹp, thổ 80, dt 500. Chỉ khoảng 2 tỷ",2100000000,"2,1 tỷ",2.8,750,,50,15,,,,7,,,,Đất,Đất,Huyện Xuyên Mộc,Xã Hòa Hội,Bà Rịa - Vũng Tàu,,DT 329,11 phút trước,10.627932,107.44402,https://cdn.chotot.com/1Kv2fwwjqv3llW6ltk0hqtHBb5WTGak8IcvMmh4zi7c/preset:listing/plain/04b105f35b560bb04d2b81739e7a0c51-2987702127904995910.jpg,8,Tuấn Phan,False,https://www.nhatot.com/132801918.htm
178068342,NHÀ PHỐ SIÊU VIP Q7 - NỘI THẤT CAO CẤP - ĐIỆN THÔNG MINH LUMI,18900000000,"18,9 tỷ",210,90,,18,5,3,5,4,4,,,,Nhà ở,Nhà ở,Quận 7,Phường Phú Mỹ,Tp Hồ Chí Minh,,Đường Nguyễn Lương Bằng nối dài,11 phút trước,10.707197,106.73208,https://cdn.chotot.com/YoAeZTScvOBlvqIVGwNk0Zx1cz9vTxUO-wg5XTjEKi4/preset:listing/plain/11d126c967e12c47aede645a1280c904-2997245872306674053.jpg,12,nguyenloan,False,https://www.nhatot.com/134087453.htm
178094380,BÁN ĐẤT MẶT TIỀN 280M2 TẠI QL1A - THỦ THỪA - LONG AN,5250000000,"5,25 tỷ",18.75,280,,41.5,7.65,,,,7,,,,Đất,Đất,Huyện Thủ Thừa,Xã Bình Thạnh,Long An,,Đường Quôc lộ 1,11 phút trước,10.570345,106.42558,https://cdn.chotot.com/mMVajPz3bhp9kCve0_HnxqkCTBs6XNSFsrQB6Zh1QnI/preset:listing/plain/31463a6765b8a098dc22c81ea9bc0c4e-2997402259694154443.jpg,4,Cao Lê Quí Lộc,False,https://www.nhatot.com/134110183.htm
178126377,💥Đất mặt tiền nhựa lớn 15m tại Củ Chi TPHCM,1590000000,"1,59 tỷ",10.6,150,,,,,,,,,,,Đất,Đất,Huyện Củ Chi,Xã An Nhơn Tây,Tp Hồ Chí Minh,,Đường An Nhơn Tây,11 phút trước,11.074436,106.47593,https://cdn.chotot.com/V9wvkqEF1qDZx6dBAu-XUh0IwZxNFIW4C_hh2w1BBiw/preset:listing/plain/a696cd12db3c38f18209638e9f9f7938-2997576338042518013.jpg,3,Ngân Trần,False,https://www.nhatot.com/134137571.htm
178126380,Bán nhà 3 lầu đúc BTCT mới xây 5pn hẻm 498/ Lê Hồng phong p1 Q 10,8650000000,"8,65 tỷ",221.79488,39,,13.1999,3.0999,5,4,3,7,,,,Nhà ở,Nhà ở,Quận 10,Phường 1,Tp Hồ Chí Minh,,Bán Nhà 3 Lầu Đúc BTCT 5pn Hẻm Lê Hồng Phong P1 Q10 Cũ ,11 phút trước,10.765238,106.67703,https://cdn.chotot.com/B-Q-x60tvauNS2lcLTHFhe23cGd-9s99Yaq3rWw44mM/preset:listing/plain/77ec99a8c7f4292dede75e07d638b0ef-2997575974960791257.jpg,11,BĐS Nguyễn Thị Xuân Phương,False,https://www.nhatot.com/134137564.htm
178126384,"TẶNG 3CHỈ VÀNG, CĂN MẶT TIỀN SIÊU RẺ, DT 5X10M, 4TẦNG, GIÁ CHỈ 5,2TỶ",5200000000,"5,2 tỷ",104,50,,10,5,4,4,4,,,,,Nhà ở,Nhà ở,Huyện Hóc Môn,Thị trấn Hóc Môn,Tp Hồ Chí Minh,,Đường Quốc lộ 22,11 phút trước,10.886394,106.59229,https://cdn.chotot.com/OvNSTr7Rk51X3kW0-9kse8WOOkLjj2Fq1DhUV0FsRhQ/preset:listing/plain/65efbb989cc29d316288eba7cd091dd6-2997575416388448971.jpg,3,Anh Thư,False,https://www.nhatot.com/134137562.htm
178126369,"🔴 Nhà mới (4x16m) HXH C3 Phạm Hùng, Bình Hưng, Bình Chánh. Giá: 2.3 tỷ",2300000000,"2,3 tỷ",35.9375,64,,16,4,1,,,,,,,Nhà ở,Nhà ở,Huyện Bình Chánh,Xã Bình Hưng,Tp Hồ Chí Minh,,C3 Phạm Hùng,11 phút trước,10.720011,106.670395,https://cdn.chotot.com/iGhgtmHFohUoeR9TyaZVrBjnsuRz7Y7KRnili3qwClw/preset:listing/plain/b9808a5760331c705b4e4241bd317d37-2997576312913923997.jpg,6,Cty Tâm Điền Mr Quí,False,https://www.nhatot.com/134137557.htm
178126367,Nền 90m2 Đối diện chung cư Nam  Long 2 giá 3 tỷ 990,3990000000,"3,99 tỷ",44.333332,90,,15,6,,,,6,,,,Đất,Đất,Quận Cái Răng,Phường Hưng Thạnh,Cần Thơ,,Đường Võ Nguyên Giáp,12 phút trước,10.008984,105.79187,https://cdn.chotot.com/Fhp30rwKVSG2u_-Jay5BTxhUxGU_OfOtBmJwzdmG3B0/preset:listing/plain/28d630a6fceb33b5ddb20740b83470d6-2997576233092371177.jpg,4,Lâm Khánh An,False,https://www.nhatot.com/134137550.htm
173808284,BÁN ĐẤT TRỒNG CÂY LÂU NĂM XÃ TÂN NHỰT ( TÂN KIÊN-BÌNH CHÁNH),35400000000,"35,4 tỷ",12,2950,,,,,,,,,,,Đất,Đất,Huyện Bình Chánh,Xã Tân Kiên,Tp Hồ Chí Minh,,Đường Cây Bàng,12 phút trước,10.722946,106.59089,https://cdn.chotot.com/wzMEO4gOXMSCV-VfoyxyQFi7twlMLuFRfb8u0H4QMAw/preset:listing/plain/d613c654a927eb70ab985673fd4d2a62-2968121188495583510.jpg,6,Như Lưu,False,https://www.nhatot.com/130439616.htm
173647416,ĐẤT Ở LIỀN VỚI VƯỜN SINH THÁI,1500000000,"1,5 tỷ",0.625,2400,,60,40,,,,6,,,,Đất,Đất,Huyện Thoại Sơn,Xã Bình Thành,An Giang,,Kênh C,12 phút trước,10.217959,105.20193,https://cdn.chotot.com/IV-1RqQBmY0JgCkLXqXZJ8GbnUQD6ce4x8tRe4_0Q9s/preset:listing/plain/9751fb574e17503f7ede18f872045a7b-2967007926876131549.jpg,3,Bình Trần,False,https://www.nhatot.com/130301643.htm
177556827,"Cập nhật rổ hàng căn hộ giá tốt The Rivana, Sổ sẵn hỗ trợ vay 70%",3100000000,"3,1 tỷ",42.46575,73,,,,2,2,,,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Thành phố Thuận An,Phường Vĩnh Phú,Bình Dương,,Quốc Lộ 13,11 phút trước,10.8693,106.71427,https://cdn.chotot.com/yzmDs_qil_JIB95nBUawfAHT1lp12nYoxyiTap5hl8A/preset:listing/plain/a7cb6911f76348cb997f92da92da0a25-2993926767047500420.jpg,6,TRẦN QUANG DUY,,https://www.nhatot.com/133650107.htm
178088244,Chính Chủ Cần Tiền Gấp Bán Nhanh Nhà Mặt Tiền Tân Bình HCM,23000000000,23 tỷ,227.72278,101,,15.1998,6.1999,1,2,,2,,,,Nhà ở,Nhà ở,Quận Tân Bình,Phường 8,Tp Hồ Chí Minh,,Đường Lạc Long Quân,11 phút trước,10.78341,106.65073,https://cdn.chotot.com/lAMfeHFNr3sRsglbpAeDhaL1shVHkhh_zOfVgxOG7YM/preset:listing/plain/f71f684be3cf4102a6e590287d683da2-2997328905351393995.jpg,5,Quách Quang Trung,,https://www.nhatot.com/134104894.htm
178104763,"Cần bán gấp 586 m2 đất tại xã Long Hòa, huyện Cần Đước, tỉnh Long An",2700000000,"2,7 tỷ",4.6075087,586,,25.7999,14.1997,,,,6,,,,Đất,Đất,Huyện Cần Đước,Xã Long Hòa,Long An,,ĐT826,11 phút trước,10.586263,106.57903,https://cdn.chotot.com/fxBsam9OUzXatG-5ak5i1FUUrdG_A5yIa33dVD9xIzc/preset:listing/plain/3c4f848171fbdc89d378669a7aab6ef5-2997441899550170308.jpg,3,binh,,https://www.nhatot.com/134119568.htm
178126359,Cắt lỗ lô đất 113m2 chỉ 1 tỷ 350 Gần KCN Tân Phú Trung. Sổ hồng riêng,1350000000,"1,35 tỷ",11.946902,113,,22.5,5,,,,,,,,Đất,Đất,Huyện Củ Chi,Xã Tân Phú Trung,Tp Hồ Chí Minh,,Đường Số 89,12 phút trước,10.959551,106.54191,https://cdn.chotot.com/PYbh3uDPzpFSuOvbXvCy8a9mGLxcMgM27diJotxFl9I/preset:listing/plain/bbcae501cfa59874fa3619faca5f4661-2997576126371189481.jpg,4,Trâm Anh,,https://www.nhatot.com/134137540.htm
177937184,"An về Q2 bán Cửu Long Tower 87m2 2PN NTCC giá 4,6 tỷ có TL ",4600000000,"4,6 tỷ",52.87356,87,,,,2,2,,,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Quận Bình Thạnh,Phường 13,Tp Hồ Chí Minh,,Đường Phạm Văn Đồng,12 phút trước,10.821454,106.69713,https://cdn.chotot.com/IQ-QXmaypsEtdg8lfpqNxxoj7LJBsFgKA129B0AmgqI/preset:listing/plain/2ddad68f1647923356309d4055c5888f-2996394177556602561.jpg,9,Trần Minh Thủy ,,https://www.nhatot.com/133976950.htm
175545287," Becamex Việt sing, 30 m² thang máy, bao sổ hồng 800 triệu",825000000,825 triệu,27.5,30,,,,1,1,,7,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Thành phố Thuận An,Phường Thuận Giao,Bình Dương,,Thuận Giao,12 phút trước,10.96241,106.71378,https://cdn.chotot.com/PHbSix5RNj7LZGhvPd_3YOJoJTbH3xpwDaLvrJEsa6E/preset:listing/plain/99670314d43bfdde94f27d054778b128-2980663827206974723.jpg,5,Lê Tiến Huy,,https://www.nhatot.com/131927901.htm
178072023,"CẦN BÁN CĂN HỘ BCONS SALA 2PN2WC 1TY7 BAO THUẾ PHÍ, SỔ HỒNG LÂU DÀI",1700000000,"1,7 tỷ",33.333332,51,,,,2,2,,,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Thành phố Dĩ An,Phường Dĩ An,Bình Dương,,Phan Bội Châu,12 phút trước,10.90704,106.76897,https://cdn.chotot.com/-QdUbpGBN82Bk0WEFtYBTtS9PCEd5tWvXv1A3Yz3NRc/preset:listing/plain/2ac1810111c4237994a8d4e3541e96a4-2997258205987427011.jpg,10,Nguyễn Công Khang,,https://www.nhatot.com/134090740.htm
178045019,NHÀ ĐẸP BÌNH TÂN – SÁT CHỢ GÒ XOÀI – 2PN 2WC – GIÁ 3 TỶ 850 TRIỆU,3850000000,"3,85 tỷ",115.96385,33.2,,8.5,4,2,,1,8,,,,Nhà ở,Nhà ở,Quận Bình Tân,Phường Bình Hưng Hoà A,Tp Hồ Chí Minh,,Đường Liên khu 8-9,12 phút trước,10.783572,106.60695,https://cdn.chotot.com/eWFFdlgTsnwZGefC5aU64Hu44nXNGFAdXtIm7jn7Ipo/preset:listing/plain/468096a3b452cd954b0fd5a51879b979-2997105932546922201.jpg,7,Ngọc Hân,,https://www.nhatot.com/134067686.htm
178037572,Chính chủ giảm mạnh cần bán gấp nhà Âu Dương Lân,5780000000,"5,78 tỷ",106.25,54.4,,15,3.5999,3,2,,,,,,Nhà ở,Nhà ở,Quận 8,Phường 3,Tp Hồ Chí Minh,,Đường Âu Dương Lân,12 phút trước,10.745962,106.68301,https://cdn.chotot.com/DL07nIGe_lTtFAbQK8HXqYuCcs6npeCvrwPRYl-PUBM/preset:listing/plain/dd98103ff85531cb503dcd9646294817-2997029951802896994.jpg,11,Thống Nhà đất Q8,,https://www.nhatot.com/134061624.htm
178019478,Dự án Vlasta Premier Đào Trí.,8200000000,"8,2 tỷ",81.18812,101,,,,3,2,,,,,,Căn hộ/Chung cư,Căn hộ/Chung cư,Quận 7,Phường Phú Thuận,Tp Hồ Chí Minh,,Đường Đào Trí,12 phút trước,10.73821,106.738594,https://cdn.chotot.com/k-G8PSmBRCYIrAZqWQqnmV4nthfShW9-Fhhmxz8L3Yw/preset:listing/plain/c8c098f60b21b1583a3771f27a2ff4d3-2996956952485180652.jpg,10,Alfred Phạm,,https://www.nhatot.com/134046432.htm
178099644,Đất gò dầu 95m2 có sổ sẵn,520000000,520 triệu,5.4736843,95,,19,5,,,,,,,,Đất,Đất,Huyện Gò Dầu,Xã Phước Đông,Tây Ninh,,26,12 phút trước,11.120918,106.32872,https://cdn.chotot.com/2HZsppQ7d8eswr73m5STkg1hvyMnLRxEKWLfkE0hdys/preset:listing/plain/d2236fcf1928d0704cc34a1ce1e34714-2997420248746839794.jpg,3,Mỹ hạnh,,https://www.nhatot.com/134118312.htm
178126346,"NHÀ PHỐ XUÂN ĐỈNH 32M 5 TẦNG MT 4.3M GIÁ 7,x TỶ - CÁCH MẶT PHỐ 30M",7500000000,"7,5 tỷ",234.375,32,,,4.1999,4,4,,,,,,Nhà ở,Nhà ở,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Hà Nội,,Ngõ 290 Xuân Đỉnh,12 phút trước,21.072073,105.79273,https://cdn.chotot.com/FuRLTEz1rYTievLevG09CJs3pIgAL-1wlxr3w_kmV3k/preset:listing/plain/719298bf0259c16fe3f46e723a1104c9-2997576212065259225.jpg,5,Trọng Duy,,https://www.nhatot.com/134137528.htm
